MapDate,StateAbbreviation,None,D0,D1,D2,D3,D4,ValidStart,ValidEnd,StatisticFormatID
20170502,MS,58.40,41.60,5.08,0.00,0.00,0.00,2017-05-02,2017-05-08,1
20170425,MS,47.97,52.03,5.08,0.00,0.00,0.00,2017-04-25,2017-05-01,1
20170418,MS,43.91,56.09,9.58,0.00,0.00,0.00,2017-04-18,2017-04-24,1
20170411,MS,44.18,55.82,9.58,0.00,0.00,0.00,2017-04-11,2017-04-17,1
20170404,MS,43.86,56.14,9.58,0.00,0.00,0.00,2017-04-04,2017-04-10,1
20170328,MS,41.52,58.48,16.90,3.26,0.00,0.00,2017-03-28,2017-04-03,1
20170321,MS,34.76,65.24,16.90,3.37,0.00,0.00,2017-03-21,2017-03-27,1
20170314,MS,58.11,41.89,16.90,3.79,0.00,0.00,2017-03-14,2017-03-20,1
20170307,MS,25.45,74.55,23.25,7.14,0.00,0.00,2017-03-07,2017-03-13,1
20170228,MS,25.92,74.08,23.25,7.27,0.00,0.00,2017-02-28,2017-03-06,1
20170221,MS,36.23,63.77,23.25,7.27,0.00,0.00,2017-02-21,2017-02-27,1
20170214,MS,49.62,50.38,11.07,0.46,0.00,0.00,2017-02-14,2017-02-20,1
20170207,MS,49.62,50.38,10.78,0.46,0.00,0.00,2017-02-07,2017-02-13,1
20170131,MS,49.62,50.38,10.78,0.46,0.00,0.00,2017-01-31,2017-02-06,1
20170124,MS,49.62,50.38,10.78,0.46,0.00,0.00,2017-01-24,2017-01-30,1
20170117,MS,24.42,75.58,55.37,9.04,0.00,0.00,2017-01-17,2017-01-23,1
20170110,MS,24.42,75.58,55.37,9.04,0.00,0.00,2017-01-10,2017-01-16,1
20170103,MS,24.42,75.58,55.37,9.04,0.00,0.00,2017-01-03,2017-01-09,1
20161227,MS,0.00,100.00,73.33,15.13,0.00,0.00,2016-12-27,2017-01-02,1
20171226,MT,29.26,70.74,52.14,30.20,12.27,0.00,2017-12-26,2018-01-01,1
20171219,MT,28.46,71.54,52.88,30.20,12.27,0.00,2017-12-19,2017-12-25,1
20171212,MT,28.46,71.54,52.88,30.20,12.27,0.00,2017-12-12,2017-12-18,1
20171205,MT,28.46,71.54,52.88,30.20,12.27,0.00,2017-12-05,2017-12-11,1
20171128,MT,27.00,73.00,53.50,30.20,12.27,0.00,2017-11-28,2017-12-04,1
20171121,MT,24.32,75.68,57.82,30.20,12.27,0.00,2017-11-21,2017-11-27,1
20171114,MT,24.30,75.70,57.82,30.20,12.27,0.00,2017-11-14,2017-11-20,1
20171107,MT,24.30,75.70,57.82,30.20,12.27,0.00,2017-11-07,2017-11-13,1
20171031,MT,16.34,83.66,73.37,41.50,14.90,0.00,2017-10-31,2017-11-06,1
20171024,MT,16.34,83.66,73.37,41.50,14.90,0.00,2017-10-24,2017-10-30,1
20171017,MT,9.82,90.18,76.49,47.92,14.91,0.00,2017-10-17,2017-10-23,1
20171010,MT,9.59,90.41,76.49,54.94,17.78,5.46,2017-10-10,2017-10-16,1
20171003,MT,9.59,90.41,76.49,65.77,23.40,10.19,2017-10-03,2017-10-09,1
20170926,MT,6.48,93.52,86.08,69.62,42.74,17.53,2017-09-26,2017-10-02,1
20170919,MT,1.29,98.71,86.46,69.72,42.74,17.53,2017-09-19,2017-09-25,1
20170912,MT,0.00,100.00,91.22,73.02,49.86,25.97,2017-09-12,2017-09-18,1
20170905,MT,0.00,100.00,91.22,68.77,43.68,25.97,2017-09-05,2017-09-11,1
20170829,MT,0.03,99.97,90.20,66.01,39.42,24.55,2017-08-29,2017-09-04,1
20170822,MT,2.77,97.23,90.20,59.55,34.34,11.87,2017-08-22,2017-08-28,1
20170815,MT,2.77,97.23,69.79,46.57,25.11,11.87,2017-08-15,2017-08-21,1
20170808,MT,11.49,88.51,60.79,44.34,25.07,11.87,2017-08-08,2017-08-14,1
20170801,MT,14.41,85.59,53.39,37.76,25.06,11.87,2017-08-01,2017-08-07,1
20170725,MT,18.27,81.73,48.88,37.76,23.89,11.87,2017-07-25,2017-07-31,1
20170718,MT,34.59,65.41,45.40,37.74,22.00,1.54,2017-07-18,2017-07-24,1
20170711,MT,45.80,54.20,44.72,37.74,22.00,0.00,2017-07-11,2017-07-17,1
20170704,MT,52.28,47.72,42.94,34.93,12.89,0.00,2017-07-04,2017-07-10,1
20170627,MT,52.28,47.72,42.11,25.17,6.77,0.00,2017-06-27,2017-07-03,1
20170620,MT,56.31,43.69,27.11,12.34,6.37,0.00,2017-06-20,2017-06-26,1
20170613,MT,64.27,35.73,20.55,10.02,0.00,0.00,2017-06-13,2017-06-19,1
20170606,MT,63.31,36.69,16.56,0.00,0.00,0.00,2017-06-06,2017-06-12,1
20170530,MT,67.50,32.50,0.00,0.00,0.00,0.00,2017-05-30,2017-06-05,1
20170523,MT,95.12,4.88,0.00,0.00,0.00,0.00,2017-05-23,2017-05-29,1
20170516,MT,98.45,1.55,0.00,0.00,0.00,0.00,2017-05-16,2017-05-22,1
20170509,MT,98.45,1.55,0.00,0.00,0.00,0.00,2017-05-09,2017-05-15,1
20170502,MT,98.51,1.49,0.00,0.00,0.00,0.00,2017-05-02,2017-05-08,1
20170425,MT,87.57,12.43,0.00,0.00,0.00,0.00,2017-04-25,2017-05-01,1
20170418,MT,87.57,12.43,0.00,0.00,0.00,0.00,2017-04-18,2017-04-24,1
20170411,MT,87.57,12.43,0.00,0.00,0.00,0.00,2017-04-11,2017-04-17,1
20170404,MT,86.71,13.29,1.11,0.00,0.00,0.00,2017-04-04,2017-04-10,1
20170328,MT,86.71,13.29,1.11,0.00,0.00,0.00,2017-03-28,2017-04-03,1
20170321,MT,86.71,13.29,1.11,0.00,0.00,0.00,2017-03-21,2017-03-27,1
20170314,MT,86.71,13.29,1.11,0.00,0.00,0.00,2017-03-14,2017-03-20,1
20170307,MT,89.98,10.02,1.11,0.00,0.00,0.00,2017-03-07,2017-03-13,1
20170228,MT,84.14,15.86,1.11,0.00,0.00,0.00,2017-02-28,2017-03-06,1
20170221,MT,82.26,17.74,2.73,0.00,0.00,0.00,2017-02-21,2017-02-27,1
20170214,MT,82.26,17.74,2.73,0.00,0.00,0.00,2017-02-14,2017-02-20,1
20170207,MT,85.27,14.73,2.73,0.00,0.00,0.00,2017-02-07,2017-02-13,1
20170131,MT,85.27,14.73,2.73,0.00,0.00,0.00,2017-01-31,2017-02-06,1
20170124,MT,85.27,14.73,2.73,0.00,0.00,0.00,2017-01-24,2017-01-30,1
20170117,MT,85.31,14.69,2.73,0.00,0.00,0.00,2017-01-17,2017-01-23,1
20170110,MT,85.31,14.69,2.73,0.00,0.00,0.00,2017-01-10,2017-01-16,1
20170103,MT,74.25,25.75,4.87,0.00,0.00,0.00,2017-01-03,2017-01-09,1
20161227,MT,74.25,25.75,4.87,0.00,0.00,0.00,2016-12-27,2017-01-02,1
20171226,NC,22.86,77.14,28.60,0.00,0.00,0.00,2017-12-26,2018-01-01,1
20171219,NC,24.63,75.37,26.70,0.00,0.00,0.00,2017-12-19,2017-12-25,1
20171212,NC,27.75,72.25,21.93,0.00,0.00,0.00,2017-12-12,2017-12-18,1
20171205,NC,27.75,72.25,21.93,0.00,0.00,0.00,2017-12-05,2017-12-11,1
20171128,NC,27.79,72.21,21.93,0.00,0.00,0.00,2017-11-28,2017-12-04,1
20171121,NC,39.87,60.13,13.64,0.00,0.00,0.00,2017-11-21,2017-11-27,1
20171114,NC,43.18,56.82,13.49,0.00,0.00,0.00,2017-11-14,2017-11-20,1
20171107,NC,54.00,46.00,13.49,0.00,0.00,0.00,2017-11-07,2017-11-13,1
20171031,NC,56.38,43.62,8.42,0.00,0.00,0.00,2017-10-31,2017-11-06,1
20171024,NC,55.65,44.35,9.98,0.00,0.00,0.00,2017-10-24,2017-10-30,1
20171017,NC,57.54,42.46,10.57,0.00,0.00,0.00,2017-10-17,2017-10-23,1
20171010,NC,57.54,42.46,10.57,0.00,0.00,0.00,2017-10-10,2017-10-16,1
20171003,NC,64.07,35.93,0.00,0.00,0.00,0.00,2017-10-03,2017-10-09,1
20170926,NC,84.27,15.73,0.00,0.00,0.00,0.00,2017-09-26,2017-10-02,1
20170919,NC,84.36,15.64,0.00,0.00,0.00,0.00,2017-09-19,2017-09-25,1
20170912,NC,88.36,11.64,0.00,0.00,0.00,0.00,2017-09-12,2017-09-18,1
20170905,NC,88.36,11.64,0.00,0.00,0.00,0.00,2017-09-05,2017-09-11,1
20170829,NC,74.31,25.69,0.00,0.00,0.00,0.00,2017-08-29,2017-09-04,1
20170822,NC,74.43,25.57,0.00,0.00,0.00,0.00,2017-08-22,2017-08-28,1
20170815,NC,72.19,27.81,0.00,0.00,0.00,0.00,2017-08-15,2017-08-21,1
20170808,NC,64.72,35.28,0.00,0.00,0.00,0.00,2017-08-08,2017-08-14,1
20170801,NC,64.72,35.28,0.00,0.00,0.00,0.00,2017-08-01,2017-08-07,1
20170725,NC,97.34,2.66,0.00,0.00,0.00,0.00,2017-07-25,2017-07-31,1
20170718,NC,100.00,0.00,0.00,0.00,0.00,0.00,2017-07-18,2017-07-24,1
20170711,NC,100.00,0.00,0.00,0.00,0.00,0.00,2017-07-11,2017-07-17,1
20170704,NC,100.00,0.00,0.00,0.00,0.00,0.00,2017-07-04,2017-07-10,1
20170627,NC,100.00,0.00,0.00,0.00,0.00,0.00,2017-06-27,2017-07-03,1
20170620,NC,100.00,0.00,0.00,0.00,0.00,0.00,2017-06-20,2017-06-26,1
20170613,NC,100.00,0.00,0.00,0.00,0.00,0.00,2017-06-13,2017-06-19,1
20170606,NC,100.00,0.00,0.00,0.00,0.00,0.00,2017-06-06,2017-06-12,1
20170530,NC,99.99,0.01,0.00,0.00,0.00,0.00,2017-05-30,2017-06-05,1
20170523,NC,99.99,0.01,0.00,0.00,0.00,0.00,2017-05-23,2017-05-29,1
20170516,NC,96.10,3.90,0.00,0.00,0.00,0.00,2017-05-16,2017-05-22,1
20170509,NC,96.10,3.90,0.00,0.00,0.00,0.00,2017-05-09,2017-05-15,1
20170502,NC,95.08,4.92,0.25,0.00,0.00,0.00,2017-05-02,2017-05-08,1
20170425,NC,68.70,31.30,4.88,0.24,0.00,0.00,2017-04-25,2017-05-01,1
20170418,NC,43.48,56.52,34.73,4.64,0.00,0.00,2017-04-18,2017-04-24,1
20170411,NC,43.48,56.52,34.73,4.64,0.00,0.00,2017-04-11,2017-04-17,1
20170404,NC,43.48,56.52,36.05,5.09,0.00,0.00,2017-04-04,2017-04-10,1
20170328,NC,33.59,66.41,39.17,13.35,0.00,0.00,2017-03-28,2017-04-03,1
20170321,NC,33.63,66.37,38.81,14.91,4.74,0.00,2017-03-21,2017-03-27,1
20170314,NC,34.09,65.91,39.19,15.77,4.74,0.00,2017-03-14,2017-03-20,1
20170307,NC,16.30,83.70,26.52,15.77,4.74,0.00,2017-03-07,2017-03-13,1
20170228,NC,18.08,81.92,26.52,15.77,4.74,0.00,2017-02-28,2017-03-06,1
20170221,NC,28.64,71.36,16.51,9.68,0.01,0.00,2017-02-21,2017-02-27,1
20170214,NC,29.97,70.03,12.43,2.93,0.01,0.00,2017-02-14,2017-02-20,1
20170207,NC,72.76,27.24,12.43,2.91,0.01,0.00,2017-02-07,2017-02-13,1
20170131,NC,72.76,27.24,12.43,2.91,0.01,0.00,2017-01-31,2017-02-06,1
20170124,NC,72.76,27.24,12.43,2.91,0.01,0.00,2017-01-24,2017-01-30,1
20170117,NC,59.00,41.00,26.89,12.41,1.57,0.00,2017-01-17,2017-01-23,1
20170110,NC,59.00,41.00,26.90,12.41,1.57,0.00,2017-01-10,2017-01-16,1
20170103,NC,57.09,42.91,26.90,12.41,1.57,0.00,2017-01-03,2017-01-09,1
20161227,NC,37.95,62.05,33.33,12.66,4.45,0.00,2016-12-27,2017-01-02,1
20171226,ND,7.74,92.26,60.57,4.47,0.00,0.00,2017-12-26,2018-01-01,1
20171219,ND,7.74,92.26,60.57,4.47,0.00,0.00,2017-12-19,2017-12-25,1
20171212,ND,7.74,92.26,60.57,4.47,0.00,0.00,2017-12-12,2017-12-18,1
20171205,ND,7.74,92.26,60.57,4.47,0.00,0.00,2017-12-05,2017-12-11,1
20171128,ND,18.30,81.70,48.08,4.47,0.00,0.00,2017-11-28,2017-12-04,1
20171121,ND,18.30,81.70,36.83,3.15,0.00,0.00,2017-11-21,2017-11-27,1
20171114,ND,18.30,81.70,36.83,3.15,0.00,0.00,2017-11-14,2017-11-20,1
20171107,ND,18.30,81.70,36.83,3.15,0.00,0.00,2017-11-07,2017-11-13,1
20171031,ND,18.30,81.70,36.83,3.15,0.00,0.00,2017-10-31,2017-11-06,1
20171024,ND,19.70,80.30,36.83,3.15,0.00,0.00,2017-10-24,2017-10-30,1
20171017,ND,28.11,71.89,36.39,2.86,0.00,0.00,2017-10-17,2017-10-23,1
20171010,ND,28.02,71.98,59.79,18.90,1.81,0.00,2017-10-10,2017-10-16,1
20171003,ND,28.02,71.98,59.79,18.90,1.81,0.00,2017-10-03,2017-10-09,1
20170926,ND,11.07,88.93,62.85,23.49,3.36,0.41,2017-09-26,2017-10-02,1
20170919,ND,0.13,99.87,87.35,32.87,3.46,0.41,2017-09-19,2017-09-25,1
20170912,ND,1.97,98.03,92.98,49.03,18.89,0.39,2017-09-12,2017-09-18,1
20170905,ND,0.41,99.59,65.83,49.22,20.53,0.39,2017-09-05,2017-09-11,1
20170829,ND,0.41,99.59,65.84,51.33,22.08,0.39,2017-08-29,2017-09-04,1
20170822,ND,0.41,99.59,62.79,53.42,22.08,0.39,2017-08-22,2017-08-28,1
20170815,ND,0.41,99.59,81.99,62.90,43.84,5.10,2017-08-15,2017-08-21,1
20170808,ND,0.29,99.71,81.79,62.58,43.39,7.62,2017-08-08,2017-08-14,1
20170801,ND,3.09,96.91,81.74,62.45,44.09,7.62,2017-08-01,2017-08-07,1
20170725,ND,6.61,93.39,79.21,61.16,45.56,7.62,2017-07-25,2017-07-31,1
20170718,ND,6.32,93.68,74.31,57.35,40.33,6.35,2017-07-18,2017-07-24,1
20170711,ND,6.32,93.68,72.81,54.98,35.85,0.00,2017-07-11,2017-07-17,1
20170704,ND,6.32,93.68,66.77,46.99,29.29,0.00,2017-07-04,2017-07-10,1
20170627,ND,0.02,99.98,66.77,46.90,25.06,0.00,2017-06-27,2017-07-03,1
20170620,ND,0.02,99.98,67.34,39.90,7.73,0.00,2017-06-20,2017-06-26,1
20170613,ND,0.00,100.00,83.40,27.00,0.00,0.00,2017-06-13,2017-06-19,1
20170606,ND,0.00,100.00,87.46,13.54,0.00,0.00,2017-06-06,2017-06-12,1
20170530,ND,0.10,99.90,24.11,0.00,0.00,0.00,2017-05-30,2017-06-05,1
20170523,ND,56.39,43.61,6.35,0.00,0.00,0.00,2017-05-23,2017-05-29,1
20170516,ND,63.79,36.21,0.00,0.00,0.00,0.00,2017-05-16,2017-05-22,1
20170509,ND,69.70,30.30,0.00,0.00,0.00,0.00,2017-05-09,2017-05-15,1
20170502,ND,91.22,8.78,0.00,0.00,0.00,0.00,2017-05-02,2017-05-08,1
20170425,ND,91.22,8.78,0.00,0.00,0.00,0.00,2017-04-25,2017-05-01,1
20170418,ND,91.22,8.78,0.00,0.00,0.00,0.00,2017-04-18,2017-04-24,1
20170411,ND,91.22,8.78,0.00,0.00,0.00,0.00,2017-04-11,2017-04-17,1
20170404,ND,93.83,6.17,0.00,0.00,0.00,0.00,2017-04-04,2017-04-10,1
20170328,ND,93.83,6.17,0.00,0.00,0.00,0.00,2017-03-28,2017-04-03,1
20170321,ND,93.83,6.17,0.00,0.00,0.00,0.00,2017-03-21,2017-03-27,1
20170314,ND,93.83,6.17,0.00,0.00,0.00,0.00,2017-03-14,2017-03-20,1
20170307,ND,93.83,6.17,0.00,0.00,0.00,0.00,2017-03-07,2017-03-13,1
20170228,ND,93.83,6.17,0.00,0.00,0.00,0.00,2017-02-28,2017-03-06,1
20170221,ND,93.81,6.19,0.00,0.00,0.00,0.00,2017-02-21,2017-02-27,1
20170214,ND,93.81,6.19,0.00,0.00,0.00,0.00,2017-02-14,2017-02-20,1
20170207,ND,93.81,6.19,0.00,0.00,0.00,0.00,2017-02-07,2017-02-13,1
20170131,ND,93.81,6.19,0.00,0.00,0.00,0.00,2017-01-31,2017-02-06,1
20170124,ND,93.81,6.19,0.00,0.00,0.00,0.00,2017-01-24,2017-01-30,1
20170117,ND,93.87,6.13,0.00,0.00,0.00,0.00,2017-01-17,2017-01-23,1
20170110,ND,93.87,6.13,0.00,0.00,0.00,0.00,2017-01-10,2017-01-16,1
20170103,ND,93.87,6.13,0.00,0.00,0.00,0.00,2017-01-03,2017-01-09,1
20161227,ND,93.87,6.13,0.00,0.00,0.00,0.00,2016-12-27,2017-01-02,1
20171226,NE,9.32,90.68,2.03,0.00,0.00,0.00,2017-12-26,2018-01-01,1
20171219,NE,9.32,90.68,2.03,0.00,0.00,0.00,2017-12-19,2017-12-25,1
20171212,NE,16.72,83.28,2.03,0.00,0.00,0.00,2017-12-12,2017-12-18,1
20171205,NE,38.28,61.72,2.03,0.00,0.00,0.00,2017-12-05,2017-12-11,1
20171128,NE,91.35,8.65,2.03,0.00,0.00,0.00,2017-11-28,2017-12-04,1
20171121,NE,91.35,8.65,2.03,0.00,0.00,0.00,2017-11-21,2017-11-27,1
20171114,NE,91.35,8.65,2.03,0.00,0.00,0.00,2017-11-14,2017-11-20,1
20171107,NE,91.35,8.65,2.03,0.00,0.00,0.00,2017-11-07,2017-11-13,1
20171031,NE,89.51,10.49,2.50,0.00,0.00,0.00,2017-10-31,2017-11-06,1
20171024,NE,89.51,10.49,2.50,0.00,0.00,0.00,2017-10-24,2017-10-30,1
20171017,NE,89.51,10.49,2.50,0.00,0.00,0.00,2017-10-17,2017-10-23,1
20171010,NE,85.31,14.69,3.05,0.00,0.00,0.00,2017-10-10,2017-10-16,1
20171003,NE,85.12,14.88,3.91,0.00,0.00,0.00,2017-10-03,2017-10-09,1
20170926,NE,82.67,17.33,4.01,0.00,0.00,0.00,2017-09-26,2017-10-02,1
20170919,NE,57.77,42.23,7.08,0.00,0.00,0.00,2017-09-19,2017-09-25,1
20170912,NE,58.56,41.44,7.08,0.00,0.00,0.00,2017-09-12,2017-09-18,1
20170905,NE,62.11,37.89,6.47,0.00,0.00,0.00,2017-09-05,2017-09-11,1
20170829,NE,42.43,57.57,12.46,0.00,0.00,0.00,2017-08-29,2017-09-04,1
20170822,NE,45.09,54.91,12.58,0.00,0.00,0.00,2017-08-22,2017-08-28,1
20170815,NE,23.25,76.75,20.81,2.98,0.00,0.00,2017-08-15,2017-08-21,1
20170808,NE,21.15,78.85,23.81,2.97,0.00,0.00,2017-08-08,2017-08-14,1
20170801,NE,14.32,85.68,41.90,6.44,0.00,0.00,2017-08-01,2017-08-07,1
20170725,NE,13.90,86.10,41.90,6.28,0.00,0.00,2017-07-25,2017-07-31,1
20170718,NE,25.60,74.40,24.84,0.06,0.00,0.00,2017-07-18,2017-07-24,1
20170711,NE,28.19,71.81,15.83,0.00,0.00,0.00,2017-07-11,2017-07-17,1
20170704,NE,32.04,67.96,8.69,0.00,0.00,0.00,2017-07-04,2017-07-10,1
20170627,NE,32.04,67.96,0.00,0.00,0.00,0.00,2017-06-27,2017-07-03,1
20170620,NE,77.28,22.72,0.00,0.00,0.00,0.00,2017-06-20,2017-06-26,1
20170613,NE,99.41,0.59,0.00,0.00,0.00,0.00,2017-06-13,2017-06-19,1
20170606,NE,100.00,0.00,0.00,0.00,0.00,0.00,2017-06-06,2017-06-12,1
20170530,NE,100.00,0.00,0.00,0.00,0.00,0.00,2017-05-30,2017-06-05,1
20170523,NE,100.00,0.00,0.00,0.00,0.00,0.00,2017-05-23,2017-05-29,1
20170516,NE,95.03,4.97,0.00,0.00,0.00,0.00,2017-05-16,2017-05-22,1
20170509,NE,95.03,4.97,0.00,0.00,0.00,0.00,2017-05-09,2017-05-15,1
20170502,NE,95.03,4.97,0.00,0.00,0.00,0.00,2017-05-02,2017-05-08,1
20170425,NE,76.74,23.26,3.33,0.00,0.00,0.00,2017-04-25,2017-05-01,1
20170418,NE,77.88,22.12,3.77,0.00,0.00,0.00,2017-04-18,2017-04-24,1
20170411,NE,77.88,22.12,3.77,0.00,0.00,0.00,2017-04-11,2017-04-17,1
20170404,NE,74.30,25.70,3.77,0.00,0.00,0.00,2017-04-04,2017-04-10,1
20170328,NE,72.64,27.36,5.45,0.00,0.00,0.00,2017-03-28,2017-04-03,1
20170321,NE,59.20,40.80,8.76,0.00,0.00,0.00,2017-03-21,2017-03-27,1
20170314,NE,64.70,35.30,8.33,0.00,0.00,0.00,2017-03-14,2017-03-20,1
20170307,NE,64.70,35.30,8.33,0.00,0.00,0.00,2017-03-07,2017-03-13,1
20170228,NE,66.27,33.73,8.33,0.00,0.00,0.00,2017-02-28,2017-03-06,1
20170221,NE,61.14,38.86,9.48,0.00,0.00,0.00,2017-02-21,2017-02-27,1
20170214,NE,61.14,38.86,9.48,0.00,0.00,0.00,2017-02-14,2017-02-20,1
20170207,NE,61.16,38.84,9.48,0.00,0.00,0.00,2017-02-07,2017-02-13,1
20170131,NE,55.30,44.70,9.48,0.00,0.00,0.00,2017-01-31,2017-02-06,1
20170124,NE,53.58,46.42,9.48,0.00,0.00,0.00,2017-01-24,2017-01-30,1
20170117,NE,49.90,50.10,13.43,0.16,0.00,0.00,2017-01-17,2017-01-23,1
20170110,NE,49.90,50.10,13.43,0.16,0.00,0.00,2017-01-10,2017-01-16,1
20170103,NE,48.25,51.75,13.43,0.16,0.00,0.00,2017-01-03,2017-01-09,1
20161227,NE,48.25,51.75,13.43,0.16,0.00,0.00,2016-12-27,2017-01-02,1
20171226,NH,99.63,0.37,0.00,0.00,0.00,0.00,2017-12-26,2018-01-01,1
20171219,NH,99.63,0.37,0.00,0.00,0.00,0.00,2017-12-19,2017-12-25,1
20171212,NH,99.63,0.37,0.00,0.00,0.00,0.00,2017-12-12,2017-12-18,1
20171205,NH,99.63,0.37,0.00,0.00,0.00,0.00,2017-12-05,2017-12-11,1
20171128,NH,99.63,0.37,0.00,0.00,0.00,0.00,2017-11-28,2017-12-04,1
20171121,NH,92.98,7.02,0.00,0.00,0.00,0.00,2017-11-21,2017-11-27,1
20171114,NH,92.98,7.02,0.00,0.00,0.00,0.00,2017-11-14,2017-11-20,1
20171107,NH,92.98,7.02,0.00,0.00,0.00,0.00,2017-11-07,2017-11-13,1
20171031,NH,92.98,7.02,0.00,0.00,0.00,0.00,2017-10-31,2017-11-06,1
20171024,NH,13.13,86.87,23.07,0.00,0.00,0.00,2017-10-24,2017-10-30,1
20171017,NH,21.10,78.90,0.00,0.00,0.00,0.00,2017-10-17,2017-10-23,1
20171010,NH,60.71,39.29,0.00,0.00,0.00,0.00,2017-10-10,2017-10-16,1
20171003,NH,60.71,39.29,0.00,0.00,0.00,0.00,2017-10-03,2017-10-09,1
20170926,NH,88.86,11.14,0.00,0.00,0.00,0.00,2017-09-26,2017-10-02,1
20170919,NH,89.28,10.72,0.00,0.00,0.00,0.00,2017-09-19,2017-09-25,1
20170912,NH,89.28,10.72,0.00,0.00,0.00,0.00,2017-09-12,2017-09-18,1
20170905,NH,86.25,13.75,0.00,0.00,0.00,0.00,2017-09-05,2017-09-11,1
20170829,NH,86.25,13.75,0.00,0.00,0.00,0.00,2017-08-29,2017-09-04,1
20170822,NH,86.25,13.75,0.00,0.00,0.00,0.00,2017-08-22,2017-08-28,1
20170815,NH,86.25,13.75,0.00,0.00,0.00,0.00,2017-08-15,2017-08-21,1
20170808,NH,86.25,13.75,0.00,0.00,0.00,0.00,2017-08-08,2017-08-14,1
20170801,NH,96.22,3.78,0.00,0.00,0.00,0.00,2017-08-01,2017-08-07,1
20170725,NH,97.85,2.15,0.00,0.00,0.00,0.00,2017-07-25,2017-07-31,1
20170718,NH,97.85,2.15,0.00,0.00,0.00,0.00,2017-07-18,2017-07-24,1
20170711,NH,100.00,0.00,0.00,0.00,0.00,0.00,2017-07-11,2017-07-17,1
20170704,NH,100.00,0.00,0.00,0.00,0.00,0.00,2017-07-04,2017-07-10,1
20170627,NH,100.00,0.00,0.00,0.00,0.00,0.00,2017-06-27,2017-07-03,1
20170620,NH,100.00,0.00,0.00,0.00,0.00,0.00,2017-06-20,2017-06-26,1
20170613,NH,100.00,0.00,0.00,0.00,0.00,0.00,2017-06-13,2017-06-19,1
20170606,NH,100.00,0.00,0.00,0.00,0.00,0.00,2017-06-06,2017-06-12,1
20170530,NH,100.00,0.00,0.00,0.00,0.00,0.00,2017-05-30,2017-06-05,1
20170523,NH,100.00,0.00,0.00,0.00,0.00,0.00,2017-05-23,2017-05-29,1
20170516,NH,100.00,0.00,0.00,0.00,0.00,0.00,2017-05-16,2017-05-22,1
20170509,NH,100.00,0.00,0.00,0.00,0.00,0.00,2017-05-09,2017-05-15,1
20170502,NH,79.67,20.33,0.00,0.00,0.00,0.00,2017-05-02,2017-05-08,1
20170425,NH,44.54,55.46,3.52,0.00,0.00,0.00,2017-04-25,2017-05-01,1
20170418,NH,35.23,64.77,54.08,3.31,0.00,0.00,2017-04-18,2017-04-24,1
20170411,NH,35.23,64.77,54.08,3.31,0.00,0.00,2017-04-11,2017-04-17,1
20170404,NH,29.18,70.82,55.60,3.31,0.00,0.00,2017-04-04,2017-04-10,1
20170328,NH,28.97,71.03,59.40,10.04,0.00,0.00,2017-03-28,2017-04-03,1
20170321,NH,22.27,77.73,59.40,10.04,0.00,0.00,2017-03-21,2017-03-27,1
20170314,NH,19.08,80.92,67.00,44.60,0.00,0.00,2017-03-14,2017-03-20,1
20170307,NH,19.06,80.94,67.00,44.60,0.00,0.00,2017-03-07,2017-03-13,1
20170228,NH,19.06,80.94,67.00,44.60,0.00,0.00,2017-02-28,2017-03-06,1
20170221,NH,19.06,80.94,67.04,44.60,0.00,0.00,2017-02-21,2017-02-27,1
20170214,NH,19.06,80.94,67.75,44.60,0.00,0.00,2017-02-14,2017-02-20,1
20170207,NH,8.41,91.59,75.34,44.60,0.00,0.00,2017-02-07,2017-02-13,1
20170131,NH,8.41,91.59,75.34,44.60,0.00,0.00,2017-01-31,2017-02-06,1
20170124,NH,8.41,91.59,75.34,44.60,0.00,0.00,2017-01-24,2017-01-30,1
20170117,NH,8.41,91.59,75.34,44.93,0.00,0.00,2017-01-17,2017-01-23,1
20170110,NH,8.41,91.59,75.34,44.93,0.00,0.00,2017-01-10,2017-01-16,1
20170103,NH,8.41,91.59,75.34,44.93,0.00,0.00,2017-01-03,2017-01-09,1
20161227,NH,8.41,91.59,75.34,45.35,4.67,0.00,2016-12-27,2017-01-02,1
20171226,NJ,60.93,39.07,0.00,0.00,0.00,0.00,2017-12-26,2018-01-01,1
20171219,NJ,60.93,39.07,0.00,0.00,0.00,0.00,2017-12-19,2017-12-25,1
20171212,NJ,90.98,9.02,0.00,0.00,0.00,0.00,2017-12-12,2017-12-18,1
20171205,NJ,91.64,8.36,0.00,0.00,0.00,0.00,2017-12-05,2017-12-11,1
20171128,NJ,96.03,3.97,0.00,0.00,0.00,0.00,2017-11-28,2017-12-04,1
20171121,NJ,100.00,0.00,0.00,0.00,0.00,0.00,2017-11-21,2017-11-27,1
20171114,NJ,100.00,0.00,0.00,0.00,0.00,0.00,2017-11-14,2017-11-20,1
20171107,NJ,100.00,0.00,0.00,0.00,0.00,0.00,2017-11-07,2017-11-13,1
20171031,NJ,100.00,0.00,0.00,0.00,0.00,0.00,2017-10-31,2017-11-06,1
20171024,NJ,46.24,53.76,0.00,0.00,0.00,0.00,2017-10-24,2017-10-30,1
20171017,NJ,52.50,47.50,0.00,0.00,0.00,0.00,2017-10-17,2017-10-23,1
20171010,NJ,52.50,47.50,0.00,0.00,0.00,0.00,2017-10-10,2017-10-16,1
